id,title,author,pub_date,venue,volume,issue,page,type,publisher
doi:10.1007/s001700050129; local:90150757,"Abrasive Waterjet Machining of Polymer Matrix Composites – Cutting Performance, Erosive Process and Predictive Models","Wang, J.",1999,The International Journal of Advanced Manufacturing Technology [issn:0268-3768; issn:1433-3015],15,10,757-768,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/kem.297-300.2567,Avalanche Behaviour in Microfracturing Process of 3-D Brittle Disordered Material,"Zhao, De Shen; Xu, Tao [orcid:0000-0001-8971-674X]; Tang, Chun An; Zhang, Hou Quan; Liang, Zheng Zhao",2005,Key Engineering Materials [issn:1662-9795],297-300,,2567-2572,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1103/physrevlett.73.3423,Experimental Evidence for Critical Dynamics in Microfracturing Processes,"Petri, A.; Paparo, G.; Vespignani, A.; Alippi, A.; Costantini, M.",1994,Physical Review Letters [issn:0031-9007],73,25,3423-3426,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1103/physrevlett.59.381,Self-organized criticality: An explanation of the 1/fnoise,"Bak, Per; Tang, Chao; Wiesenfeld, Kurt",1987,Physical Review Letters [issn:0031-9007],59,4,381-384,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1103/physrevlett.58.1161,Phase organization,"Tang, Chao; Wiesenfeld, Kurt; Bak, Per; Coppersmith, Susan; Littlewood, Peter",1987,Physical Review Letters [issn:0031-9007],58,12,1161-1164,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1103/physrevlett.55.2927,Discrete model of chemical turbulence,"Oono, Y.; Kohmoto, M.",1985,Physical Review Letters [issn:0031-9007],55,27,2927-2931,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1143/ptp.52.1399,Reductive Perturbation Approach to Chemical Instabilities,"Kuramoto, Y.; Tsuzuki, T.",1974,Progress of Theoretical Physics [issn:0033-068X; issn:1347-4081],52,4,1399-1401,journal-article,Oxford University Press (OUP) [crossref:286]
doi:10.4028/www.scientific.net/kem.297-300.2612,Numerical Approach to Investigating Pre-Existed Cracks in Rocks,"Wang, Shu Hong; Sun, Huo Ran; Xu, Tao [orcid:0000-0001-8971-674X]; Yang, Tian Hong; Wang, En'de",2005,Key Engineering Materials [issn:1662-9795],297-300,,2612-2616,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1002/nag.1610040103,Finite element models for rock fracture mechanics,"Ingraffea, Anthony R.; Heuze, Francois E.",1980,International Journal for Numerical and Analytical Methods in Geomechanics [issn:0363-9061; issn:1096-9853],4,1,25-43,journal-article,Wiley [crossref:311]
doi:10.1007/bf02327993; local:BF02327993,Fracture-toughness testing of limestone,"Schmidt, Richard A.",1976,Experimental Mechanics [issn:0014-4851; issn:1741-2765],16,5,161-167,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1520/stp26588s,Fracture Toughness Testing Methods,"Srawley, JE; Brown, WF",,Fracture Toughness Testing and its Applications [isbn:9780803101050],,,133-133-66,book-chapter,ASTM International [crossref:381]
doi:10.4028/www.scientific.net/kem.297-300.2617,Numerical Study on Shear Strength and Failure Pattern of Jointed Rock under Shear Testing,"Zhang, Hou Quan; Song, Li; Liu, Junjie; Xu, Tao [orcid:0000-0001-8971-674X]; Chen, Xiong; Liang, Zheng Zhao",2005,Key Engineering Materials [issn:1662-9795],297-300,,2617-2622,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0148-9062(69)90016-3; local:0148906269900163,Shear strength of weakness planes in rock,"Lajtai, E.Z.",1969,International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts [issn:0148-9062],6,5,499-515,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.315-316.822,Study on Cutting Coloring Stainless Steel by Abrasive Waterjet,"Zhu, Hong Tao; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Feng, Yan Xia; Hou, Rong Guo",2006,Key Engineering Materials [issn:1662-9795],315-316,,822-824,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.320.103,"Defect Structure in (Zn,Mg)O Films Prepared on YSZ Substrate","Ryoken, Haruki; Sakaguchi, Isao; Ohashi, Naoki [orcid:0000-0002-4011-0031]; Adachi, Yutaka; Ohgaki, Takeshi; Hishita, Shunichi; Haneda, Hajime",2006,Key Engineering Materials [issn:1662-9795],320,,103-106,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1038/nmat1284; local:nmat1284,Repeated temperature modulation epitaxy for p-type doping and light-emitting diode based on ZnO,"Tsukazaki, Atsushi; Ohtomo, Akira; Onuma, Takeyoshi; Ohtani, Makoto; Makino, Takayuki; Sumiya, Masatomo; Ohtani, Keita; Chichibu, Shigefusa F.; Fuke, Syunrou; Segawa, Yusaburou; Ohno, Hideo; Koinuma, Hideomi; Kawasaki, Masashi",2004,Nature Materials [issn:1476-1122; issn:1476-4660],4,1,42-46,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/kem.320.113,Near-Infrared Light Emission from of Er-Doped ZnO Thin Film in Micropits Processed on Si Substrate,"Tanaka, Shigeru; Ishikawa, Yukari; Ohashi, Naoki [orcid:0000-0002-4011-0031]; Niitsuma, Junichi; Sekiguchi, Takashi; Shibata, Noriyoshi",2006,Key Engineering Materials [issn:1662-9795],320,,113-116,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.324-325.51,Sustained Loading Fracture and Strength of Concrete Modelled by Creep-Damage Interaction,"Xu, Tao [orcid:0000-0001-8971-674X]; Lin, Gao; Tang, Chun An; Hu, Zhi Qiang",2006,Key Engineering Materials [issn:1662-9795],324-325,,51-54,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1061/(asce)0733-9399(1989)115:8(1691); local:10.1061/(ASCE)0733-9399(1989)115:8(1691),Solidification Theory for Concrete Creep. I: Formulation,"Bažant, Zdeněk P.; Prasannan, Santosh",1989,Journal of Engineering Mechanics [issn:0733-9399; issn:1943-7889],115,8,1691-1703,journal-article,American Society of Civil Engineers (ASCE) [crossref:30]
doi:10.4028/www.scientific.net/kem.329.329,Three-Dimensional Simulation of Liquid-Solid Two-Phase Flow Inside the Abrasive Water Jet Nozzle,"Huang, Chuan Zhen; Hou, Rong Guo; Wang, Jun [orcid:0000-0003-1699-3687]; Lu, X.Y.; Zhu, Hong Tao",2007,Key Engineering Materials [issn:1662-9795],329,,329-334,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.329.335,Surface Characteristics of Ceramics Milled with Abrasive Waterjet Technology,"Feng, Yan Xia; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Lu, X.Y.; Zhu, Hong Tao",2007,Key Engineering Materials [issn:1662-9795],329,,335-340,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1115/1.3188745,An Investigation of Milling With Abrasive-Waterjets,"Hashish, Mohamed",1989,Journal of Engineering for Industry [issn:0022-0817],111,2,158,journal-article,ASME International [crossref:33]
doi:10.4028/www.scientific.net/kem.324-325.803,Computation of Effective Fatigue Thresholds Based on a New Concept of Crack Closure,"Horníková, Jana; Šandera, Pavel [orcid:0000-0002-3970-8271]; Pokluda, Jaroslav",2006,Key Engineering Materials [issn:1662-9795],324-325,,803-806,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/j.actamat.2004.06.014; local:S1359645404003441,Asymmetric crack wake plasticity – a reason for roughness induced crack closure,"Pippan, R; Strobl, G; Kreuzer, H; Motz, C",2004,Acta Materialia [issn:1359-6454],52,15,4493-4502,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.324-325.931,Numerical Simulation and Analysis on Crack Path Deviation in Brittle Solid,"Ma, Tian Hui; Tang, Chun An; Xu, Tao [orcid:0000-0001-8971-674X]; Liang, Zheng Zhao",2006,Key Engineering Materials [issn:1662-9795],324-325,,931-934,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/bf00962960; local:BF00962960,Brittle fracture propagation in rock under compression,"Hoek, E.; Bieniawski, Z. T.",1984,International Journal of Fracture [issn:0376-9429; issn:1573-2673],26,4,276-294,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1115/1.3656897,On the Crack Extension in Plates Under Plane Loading and Transverse Shear,"Erdogan, F.; Sih, G. C.",1963,Journal of Basic Engineering [issn:0021-9223],85,4,519-525,journal-article,ASME International [crossref:33]
doi:10.4028/www.scientific.net/kem.324-325.1153,Influence of Residual Stresses on Threshold Values for Crack Propagation Through an Interface Between Two Materials,"Náhlík, Luboš [orcid:0000-0002-1570-2705]; Hutař, Pavel; Knésl, Zdeněk",2006,Key Engineering Materials [issn:1662-9795],324-325,,1153-1156,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.334-335.237,Modelling of Thermal Cracking Behaviours of Fiber-Reinforced Composites,"Xu, Tao [orcid:0000-0001-8971-674X]; Wang, Shan Yong; Tang, Chun An; Song, Li; Tang, Shi Bin",2007,Key Engineering Materials [issn:1662-9795],334-335,,237-240,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0020-7683(87)90107-7; local:0020768387901077,A thermomechanical constitutive theory for elastic composites with distributed damage—I. Theoretical development,"Allen, D.H.; Harris, C.E.; Groves, S.E.",1987,International Journal of Solids and Structures [issn:0020-7683],23,9,1301-1318,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.330-332.641,Crystallization of a Bone-like Apatite from a Milk-Containing Revised Simulated Body Fluid (SBF),"Dorozhkin, Sergey V. [orcid:0000-0002-8439-9527]; Dorozhkina, Elena I.; Salman, S.; Oktar, Faik N.",2007,Key Engineering Materials [issn:1662-9795],330-332,,641-644,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.330-332.847,Rheological Properties of an Injectable Bioactive Calcium Phosphate Material,"Bosco, Julia; Fatimi, Ahmed; Quillard, Sophie; Bouler, Jean Michel [orcid:0000-0001-9784-5584]; Weiss, Pierre",2007,Key Engineering Materials [issn:1662-9795],330-332,,847-850,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0142-9612(03)00335-1; local:S0142961203003351,Synchrotron X-ray microtomography (on a micron scale) provides three-dimensional imaging representation of bone ingrowth in calcium phosphate biomaterials,"Weiss, P; Obadia, L; Magne, D; Bourges, X; Rau, C; Weitkamp, T; Khairoun, I; Bouler, J.M; Chappard, D; Gauthier, O; Daculsi, G",2003,Biomaterials [issn:0142-9612],24,25,4591-4601,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.340-341.89,High Temperature Deformation Behaviour of a New Magnesium Alloy,"Rao, K.P. [orcid:0000-0001-5791-1671]; Prasad, Y.V.R.K.; Hort, Norbert; Huang, Yuan Ding; Kainer, Karl Ulrich",2007,Key Engineering Materials [issn:1662-9795],340-341,,89-94,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.488-489.135,Investigations in the Magnesium-Tin System,"Bowles, Amanda L.; Dieringa, Hajo; Blawert, Carsten; Hort, Norbert; Kainer, Karl Ulrich",2005,Materials Science Forum [issn:1662-9752],488-489,,135-138,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.340-341.83,"Mechanical Alloying of Ti-Al-Si-C Powders, their Thermal Stability, Phase Evolution, and Synthesis and Deformation of In Situ Produced Titanium Aluminide Composites","Rao, K.P. [orcid:0000-0001-5791-1671]; Vyas, A.",2007,Key Engineering Materials [issn:1662-9795],340-341,,83-88,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0921-5093(99)00557-2; local:S0921509399005572,In situ formation of titanium silicides-reinforced TiAl-based composites,"Rao, K.P; Du, Y.J",2000,Materials Science and Engineering: A [issn:0921-5093],277,1-2,46-56,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.339.453,Simulation of Solid-Liquid Two-Phase Flow Inside and Outside the Abrasive Water Jet Nozzle,"Hou, Rong Guo; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Lu, X.Y.; Feng, Yan Xia",2007,Key Engineering Materials [issn:1662-9795],339,,453-457,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.339.500,An Experimental Study on Milling Al<sub>2</sub>O<sub>3</sub> Ceramics with Abrasive Waterjet,"Feng, Yan Xia; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Hou, Rong Guo; Lu, X.Y.",2007,Key Engineering Materials [issn:1662-9795],339,,500-504,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0924-0136(94)90456-1; local:0924013694904561,Material removal analysis in abrasive waterjet cutting of ceramic plates,"Hocheng, H.; Chang, K.R.",1994,Journal of Materials Processing Technology [issn:0924-0136],40,3-4,287-304,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.344.31,Formability and Microstructure of AZ31 Magnesium Alloy Sheets,"Forcellese, Archimede; El Mehtedi, Mohamad [orcid:0000-0002-1211-6663]; Simoncini, M.; Spigarelli, S.",2007,Key Engineering Materials [issn:1662-9795],344,,31-38,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0924-0136(02)00038-9; local:S0924013602000389,Isothermal sheet formability of magnesium alloy AZ31 and AZ61,"Lee, Shyong; Chen, Yung-Hung; Wang, Jian-Yih",2002,Journal of Materials Processing Technology [issn:0924-0136],124,1-2,19-24,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.344.55,On the Formability of Magnesium Alloy Sheets in Warm Conditions,"Ambrogio, Giuseppina; Bruni, Carlo [orcid:0000-0001-9556-9870]; Filice, Luigino; Gabrielli, Filippo",2007,Key Engineering Materials [issn:1662-9795],344,,55-62,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.344.79,Mechanical Properties and Plastic Anisotropy of the Quenchenable High Strength Steel 22MnB5 at Elevated Temperatures,"Merklein, Marion; Lecher, Jürgen; Gödel, Vera; Bruschi, Stefania; Ghiotti, Andrea [orcid:0000-0003-1050-1741]; Turetta, Alberto",2007,Key Engineering Materials [issn:1662-9795],344,,79-86,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/978-3-662-04013-3,Formability of Metallic Materials,"Banabic, Dorel; Bunge, H.-J.; Pöhlandt, K.; Tekkaya, A. E.",2000,,,,,book,Springer Berlin Heidelberg [crossref:297]
doi:10.4028/www.scientific.net/kem.344.97,Determination of Yield Locus of Sheet Metal at Elevated Temperatures: A Novel Concept for Experimental Set-Up,"Ghiotti, Andrea [orcid:0000-0003-1050-1741]; Bruschi, Stefania; Bariani, Paolo F.",2007,Key Engineering Materials [issn:1662-9795],344,,97-104,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/0-87849-972-5.795,Basic Investigations on the Hot Stamping Steel 22MnB5,"Geiger, Manfred; Merklein, Marion; Hoff, Cornelia",2005,Sheet Metal 2005 - Advanced Materials Research [isbn:0878499725],,,795-804,book-chapter,Trans Tech Publications Ltd. [crossref:7822]
doi:10.4028/www.scientific.net/kem.344.209,Punching Force Reduction with Wave-Formed Tools,"Karjalainen, Jussi A.; Mäntyjärvi, Kari [orcid:0000-0003-0302-8431]; Juuso, Martti",2007,Key Engineering Materials [issn:1662-9795],344,,209-216,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0924-0136(92)90270-3; local:0924013692902703,Design study of the geometry of a punching/blanking tool,"Singh, U.P.; Streppel, A.H.; Kals, H.J.J.",1992,Journal of Materials Processing Technology [issn:0924-0136],33,4,331-345,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.344.235,Laser-Assisted Bending,"Mäntyjärvi, Kari [orcid:0000-0003-0302-8431]; Keskitalo, Markku; Karjalainen, Jussi A.; Leiviskä, Anu; Heikkala, Jouko; Mäkikangas, Jarmo",2007,Key Engineering Materials [issn:1662-9795],344,,235-241,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/j.jmatprotec.2004.04.004; local:S0924013604003000,Laser and forming technology—an idea and the way of implementation,"Geiger, M.; Merklein, M.; Pitz, M.",2004,Journal of Materials Processing Technology [issn:0924-0136],151,1-3,3-11,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.340-341.1199,A Numerical Investigation of Interface Dynamics during Martensitic Transformation in a Shape Memory Alloy Using the Level-Set Method,"Iwamoto, Takeshi [orcid:0000-0001-6793-9061]; Cherkaoui, Mohammed; Busso, Esteban P.",2007,Key Engineering Materials [issn:1662-9795],340-341,,1199-1204,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0022-5096(95)00024-d; local:0022-5096(95)00024-D,Thermomechanical aspects of NiTi,"Shaw, J",1995,Journal of the Mechanics and Physics of Solids [issn:0022-5096],43,8,1243-1281,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.348-349.53,Modeling Crack Initiation and Propagation in Nickel Base Superalloys,"Korsunsky, Alexander M. [orcid:0000-0002-3558-5198]; Song, Xu; Belnoue, Jonathan; Prakash, Leo D.G.; Dini, Daniele; Walsh, Michael J.",2007,Key Engineering Materials [issn:1662-9795],348-349,,53-56,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/j.ijfatigue.2005.07.002; local:S0142112305001672,A two parameter driving force for fatigue crack growth analysis,"NOROOZI, A; GLINKA, G; LAMBERT, S",2005,International Journal of Fatigue [issn:0142-1123],27,10-12,1277-1296,journal-article,Elsevier BV [crossref:78]
